fecha,indicativo,nombre,provincia,altitud,tmed,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,prec
2019-01-01,7020C,MURCIA AEROPUERTO,MURCIA,205,11.3,4.3,03:30,18.3,14:30,26,"2,8","7,2",21:30,"1006,9",10,"1004,2",24,57.0,82.0,20:00,34.0,11:00,
2019-01-02,7020C,MURCIA AEROPUERTO,MURCIA,205,12.0,5.7,07:00,18.2,14:00,32,"2,2","7,2",09:30,"1004,2",00,"999,8",15,59.0,89.0,23:30,29.0,13:20,
2019-01-03,7020C,MURCIA AEROPUERTO,MURCIA,205,10.0,6.2,23:50,13.8,11:30,34,"2,8","6,1",Varias,"1005,9",10,"1002,7",05,80.0,94.0,Varias,62.0,11:30,
2019-01-04,7020C,MURCIA AEROPUERTO,MURCIA,205,9.5,4.6,07:00,14.4,14:40,24,"3,3","8,9",12:00,"1007,3",22,"1003,9",04,79.0,95.0,04:30,57.0,14:40,
2019-01-05,7020C,MURCIA AEROPUERTO,MURCIA,205,9.5,3.7,01:00,15.3,14:30,26,"3,3","8,3",20:00,"1008,8",10,"1004,1",24,68.0,93.0,01:10,36.0,14:30,
2019-01-06,7020C,MURCIA AEROPUERTO,MURCIA,205,11.1,5.5,23:30,16.7,14:00,33,"2,8","8,9",07:40,"1004,8",10,"1002,4",16,35.0,69.0,19:10,18.0,12:00,
2019-01-07,7020C,MURCIA AEROPUERTO,MURCIA,205,9.2,3.0,06:40,15.5,12:40,15,"2,2","6,1",13:00,"1005,0",21,"1002,1",05,57.0,90.0,Varias,29.0,11:30,
2019-01-08,7020C,MURCIA AEROPUERTO,MURCIA,205,10.9,6.8,07:10,15.0,13:10,26,"2,5","7,8",21:30,"1005,9",10,"997,6",24,73.0,90.0,Varias,49.0,16:00,
2019-01-09,7020C,MURCIA AEROPUERTO,MURCIA,205,12.5,7.3,00:20,17.7,14:50,33,"3,1","13,3",07:20,"997,6",00,"990,1",21,50.0,78.0,00:00,22.0,14:40,
2019-01-10,7020C,MURCIA AEROPUERTO,MURCIA,205,7.8,3.7,21:40,12.0,14:30,32,"4,2","13,3",02:40,"996,9",23,"991,1",00,48.0,61.0,20:40,33.0,16:00,
2019-01-11,7020C,MURCIA AEROPUERTO,MURCIA,205,7.6,3.3,22:50,11.8,Varias,33,"3,3","8,9",05:50,"1003,0",Varias,"996,7",00,41.0,71.0,21:00,26.0,11:30,
2019-01-12,7020C,MURCIA AEROPUERTO,MURCIA,205,7.3,1.4,01:00,13.2,14:20,32,"3,3","8,3",06:00,"1005,5",10,"1002,7",01,43.0,75.0,23:59,31.0,16:10,
2019-01-13,7020C,MURCIA AEROPUERTO,MURCIA,205,10.0,3.3,06:30,16.8,14:30,26,"2,8","7,2",03:20,"1003,4",00,"998,1",24,51.0,76.0,00:30,27.0,14:20,
2019-01-14,7020C,MURCIA AEROPUERTO,MURCIA,205,13.8,7.2,01:00,20.5,14:40,31,"3,3","15,0",11:00,"998,1",00,"993,1",16,49.0,71.0,18:30,26.0,14:40,
2019-01-15,7020C,MURCIA AEROPUERTO,MURCIA,205,9.8,4.7,05:10,15.0,14:20,14,"1,9","7,8",14:50,"998,3",10,"995,8",00,71.0,92.0,21:40,57.0,00:10,
2019-01-16,7020C,MURCIA AEROPUERTO,MURCIA,205,10.7,6.4,00:00,15.0,14:20,22,"2,8","8,3",20:10,"996,8",00,"992,5",17,79.0,94.0,01:40,59.0,Varias,
2019-01-17,7020C,MURCIA AEROPUERTO,MURCIA,205,10.1,7.4,01:50,12.8,15:50,33,"4,2","11,4",10:50,"994,7",23,"991,5",05,60.0,76.0,01:50,48.0,Varias,
2019-01-18,7020C,MURCIA AEROPUERTO,MURCIA,205,9.4,5.1,06:50,13.7,14:40,33,"3,1","8,3",01:10,"995,5",10,"992,8",16,64.0,76.0,18:30,36.0,23:10,
2019-01-19,7020C,MURCIA AEROPUERTO,MURCIA,205,11.1,7.3,06:50,14.9,13:30,34,"3,9","10,8",04:10,"994,0",11,"987,4",24,57.0,85.0,23:59,38.0,13:30,
2019-01-20,7020C,MURCIA AEROPUERTO,MURCIA,205,10.6,6.9,07:10,14.2,11:40,32,"3,1","13,9",14:20,"991,9",24,"983,6",06,75.0,92.0,05:50,49.0,19:40,
2019-01-21,7020C,MURCIA AEROPUERTO,MURCIA,205,9.4,5.6,05:40,13.2,14:10,32,"4,4","15,6",09:00,"995,6",24,"991,7",01,51.0,68.0,06:40,36.0,15:20,
2019-01-22,7020C,MURCIA AEROPUERTO,MURCIA,205,8.1,4.6,01:10,11.6,12:00,30,"5,3","16,1",06:00,"995,6",00,"987,1",24,42.0,58.0,Varias,34.0,Varias,
2019-01-23,7020C,MURCIA AEROPUERTO,MURCIA,205,13.2,7.8,00:40,18.7,13:20,32,"7,8","19,7",15:30,"987,1",00,"980,2",14,46.0,66.0,06:20,31.0,13:10,
2019-01-24,7020C,MURCIA AEROPUERTO,MURCIA,205,14.6,10.8,20:10,18.4,13:00,33,"6,9","20,0",07:50,"989,1",23,"980,1",06,52.0,78.0,17:40,36.0,Varias,
2019-01-25,7020C,MURCIA AEROPUERTO,MURCIA,205,14.0,9.4,01:40,18.7,13:00,99,"5,8","15,0",Varias,"992,7",24,"988,9",00,43.0,66.0,01:40,34.0,12:40,
2019-01-26,7020C,MURCIA AEROPUERTO,MURCIA,205,13.0,8.1,23:20,17.9,14:40,32,"3,9","12,8",03:40,"996,9",10,"990,8",24,59.0,78.0,22:20,42.0,10:30,
2019-01-27,7020C,MURCIA AEROPUERTO,MURCIA,205,12.6,6.4,05:00,18.9,12:20,32,"6,4","19,7",19:40,"992,7",23,"987,3",13,43.0,78.0,03:30,28.0,12:00,
2019-01-28,7020C,MURCIA AEROPUERTO,MURCIA,205,13.1,6.8,06:30,19.4,15:30,34,"3,6","14,4",16:50,"993,3",08,"988,3",16,36.0,58.0,06:30,18.0,15:50,
2019-01-29,7020C,MURCIA AEROPUERTO,MURCIA,205,13.6,8.8,03:20,18.3,13:40,32,"5,6","13,9",05:00,"992,8",01,"986,8",17,45.0,63.0,23:59,36.0,13:50,
2019-01-30,7020C,MURCIA AEROPUERTO,MURCIA,205,12.2,7.9,01:20,16.5,13:59,,"2,5",,,,,,,44.0,69.0,Varias,32.0,Varias,
2019-01-31,7020C,MURCIA AEROPUERTO,MURCIA,205,15.9,10.8,06:30,21.0,14:00,25,"6,1","16,9",15:00,"985,1",00,"978,3",24,53.0,75.0,23:20,32.0,15:30,
2019-02-01,7020C,MURCIA AEROPUERTO,MURCIA,205,14.4,9.5,Varias,19.3,12:00,24,"7,8","20,0",12:50,"978,3",00,"972,0",15,50.0,86.0,04:10,26.0,14:00,
2019-02-02,7020C,MURCIA AEROPUERTO,MURCIA,205,11.0,7.9,23:40,14.1,13:40,29,"11,7","24,7",06:00,"992,6",24,"975,2",06,34.0,55.0,01:40,24.0,16:10,
2019-02-03,7020C,MURCIA AEROPUERTO,MURCIA,205,9.2,6.7,22:40,11.8,15:40,32,"10,3","23,3",12:30,"1002,6",24,"992,6",00,31.0,43.0,22:40,25.0,Varias,
2019-02-04,7020C,MURCIA AEROPUERTO,MURCIA,205,10.2,4.7,03:10,15.7,14:40,34,"3,6","13,3",04:10,"1004,0",11,"1001,6",05,42.0,78.0,21:10,21.0,14:40,
2019-02-05,7020C,MURCIA AEROPUERTO,MURCIA,205,12.0,4.7,04:20,19.4,14:40,99,"2,2","7,2",Varias,"1003,9",10,"1001,0",15,38.0,71.0,00:00,24.0,13:40,
2019-02-06,7020C,MURCIA AEROPUERTO,MURCIA,205,13.4,7.2,05:40,19.7,13:30,26,"2,5","8,3",20:30,"1002,1",Varias,"998,4",Varias,49.0,71.0,05:40,35.0,12:20,
2019-02-07,7020C,MURCIA AEROPUERTO,MURCIA,205,14.6,7.6,00:20,21.7,14:50,32,"4,4","9,7",08:40,"999,4",24,"995,9",Varias,40.0,69.0,23:50,21.0,14:20,
2019-02-08,7020C,MURCIA AEROPUERTO,MURCIA,205,11.5,5.4,07:20,17.6,14:20,15,"2,5","13,3",15:00,"1000,3",10,"997,0",17,71.0,94.0,21:50,46.0,13:20,
2019-02-09,7020C,MURCIA AEROPUERTO,MURCIA,205,12.3,4.9,05:00,19.7,14:00,16,"2,2","8,3",15:50,"999,4",Varias,"997,0",15,58.0,91.0,03:10,32.0,13:50,
2019-02-10,7020C,MURCIA AEROPUERTO,MURCIA,205,11.6,4.5,06:00,18.6,14:40,32,"3,3","10,8",18:20,"999,8",23,"996,5",05,49.0,81.0,06:10,29.0,11:50,
2019-02-11,7020C,MURCIA AEROPUERTO,MURCIA,205,13.4,8.2,03:00,18.5,13:10,35,"4,4","10,8",12:20,"1005,8",24,"999,7",Varias,65.0,85.0,Varias,42.0,12:40,
2019-02-12,7020C,MURCIA AEROPUERTO,MURCIA,205,10.2,6.2,23:20,14.2,15:30,10,"3,3","7,8",11:50,"1008,7",11,"1005,5",01,74.0,93.0,23:30,57.0,13:10,
2019-02-13,7020C,MURCIA AEROPUERTO,MURCIA,205,9.7,5.3,02:30,14.1,13:50,10,"3,1","8,9",13:40,"1008,1",Varias,"1006,5",05,73.0,93.0,Varias,53.0,14:20,
2019-02-14,7020C,MURCIA AEROPUERTO,MURCIA,205,11.8,9.3,06:40,14.3,12:10,06,"4,2","12,5",12:30,"1009,6",10,"1006,5",17,70.0,83.0,20:00,57.0,11:50,
2019-02-15,7020C,MURCIA AEROPUERTO,MURCIA,205,10.5,6.9,06:10,14.1,14:50,07,"3,6","8,9",Varias,"1006,6",00,"1002,8",15,75.0,89.0,05:40,64.0,13:00,
2019-02-16,7020C,MURCIA AEROPUERTO,MURCIA,205,11.2,8.3,23:30,14.2,14:30,08,"5,3","10,8",12:40,"1004,9",11,"1001,9",16,73.0,88.0,22:40,60.0,13:40,
2019-02-17,7020C,MURCIA AEROPUERTO,MURCIA,205,11.1,7.8,Varias,14.4,14:40,07,"4,7","9,2",12:30,"1002,8",00,"998,6",18,73.0,92.0,22:10,63.0,08:50,
2019-02-18,7020C,MURCIA AEROPUERTO,MURCIA,205,11.2,7.3,03:30,15.1,Varias,99,"4,2","8,9",Varias,"999,1",00,"994,8",Varias,80.0,94.0,01:50,59.0,14:00,
2019-02-19,7020C,MURCIA AEROPUERTO,MURCIA,205,11.2,7.2,06:40,15.2,12:50,09,"4,4","10,3",15:20,"998,5",Varias,"995,6",Varias,72.0,90.0,Varias,49.0,11:50,
2019-02-20,7020C,MURCIA AEROPUERTO,MURCIA,205,11.2,7.1,23:59,15.3,14:00,08,"2,8","6,7",15:00,"1003,3",24,"998,3",Varias,75.0,92.0,00:30,53.0,12:30,
2019-02-21,7020C,MURCIA AEROPUERTO,MURCIA,205,10.2,5.3,23:10,15.0,12:30,12,"2,8","7,2",15:50,"1007,9",22,"1002,9",04,71.0,93.0,00:40,54.0,15:10,
2019-02-22,7020C,MURCIA AEROPUERTO,MURCIA,205,11.4,3.6,06:20,19.1,13:20,24,"2,5","6,7",20:20,"1007,8",01,"1003,5",24,64.0,90.0,02:20,34.0,12:40,
2019-02-23,7020C,MURCIA AEROPUERTO,MURCIA,205,16.1,8.6,00:10,23.6,15:00,33,"3,1","11,9",09:00,"1003,5",00,"1000,3",16,21.0,60.0,00:10,12.0,14:40,
2019-02-24,7020C,MURCIA AEROPUERTO,MURCIA,205,12.6,9.2,06:00,16.0,15:20,09,"3,9","9,7",10:30,"1009,1",Varias,"1003,1",00,77.0,89.0,19:40,38.0,01:20,
2019-02-25,7020C,MURCIA AEROPUERTO,MURCIA,205,11.4,5.4,23:50,17.4,13:20,11,"3,1","6,7",12:00,"1009,2",08,"1006,4",16,63.0,93.0,07:00,26.0,13:40,
2019-02-26,7020C,MURCIA AEROPUERTO,MURCIA,205,12.0,4.7,03:00,19.2,13:10,08,"3,1","8,9",13:50,"1006,8",00,"1004,5",15,41.0,75.0,00:20,24.0,12:30,
2019-02-27,7020C,MURCIA AEROPUERTO,MURCIA,205,12.2,3.9,06:40,20.6,14:00,20,"3,3","7,2",16:50,"1005,0",00,"1001,6",15,50.0,74.0,19:10,27.0,Varias,
2019-02-28,7020C,MURCIA AEROPUERTO,MURCIA,205,15.8,6.7,00:50,25.0,13:10,21,"2,2","8,3",15:10,"1002,5",00,"999,9",17,29.0,71.0,23:30,18.0,Varias,
2019-03-01,7020C,MURCIA AEROPUERTO,MURCIA,205,13.8,7.2,03:30,20.5,13:50,11,"0,6","7,2",15:00,"1000,6",09,"997,0",17,49.0,72.0,23:50,33.0,Varias,
2019-03-02,7020C,MURCIA AEROPUERTO,MURCIA,205,14.9,8.9,00:00,20.9,13:20,33,"3,1","11,4",06:10,"1000,6",10,"996,6",04,47.0,80.0,21:40,30.0,11:20,
2019-03-03,7020C,MURCIA AEROPUERTO,MURCIA,205,15.6,8.0,02:20,23.2,12:50,21,"2,2","8,3",16:50,"1001,1",09,"996,1",24,46.0,78.0,02:20,23.0,12:50,
2019-03-04,7020C,MURCIA AEROPUERTO,MURCIA,205,15.8,8.3,03:20,23.2,12:00,32,"3,6","9,2",22:50,"996,2",10,"992,8",Varias,40.0,56.0,21:00,26.0,12:10,
2019-03-05,7020C,MURCIA AEROPUERTO,MURCIA,205,15.6,9.4,06:50,21.8,13:00,20,"3,3","10,3",13:30,"995,5",10,"991,5",24,57.0,85.0,23:59,38.0,12:40,
2019-03-06,7020C,MURCIA AEROPUERTO,MURCIA,205,15.0,9.5,02:50,20.5,17:10,27,"5,3","16,4",19:40,,,,,62.0,98.0,01:20,35.0,18:10,
2019-03-07,7020C,MURCIA AEROPUERTO,MURCIA,205,13.6,8.9,22:00,18.3,13:50,29,"2,5","12,8",00:50,,,,,51.0,65.0,18:10,30.0,13:40,
2019-03-08,7020C,MURCIA AEROPUERTO,MURCIA,205,14.2,9.0,05:10,19.3,15:30,33,"4,2","11,9",09:30,"1004,1",24,"993,6",04,46.0,73.0,21:40,31.0,15:00,
2019-03-09,7020C,MURCIA AEROPUERTO,MURCIA,205,13.4,7.7,01:10,19.1,13:00,32,"3,1","8,3",03:40,"1007,7",10,"1003,5",03,49.0,70.0,22:10,28.0,15:10,
2019-03-10,7020C,MURCIA AEROPUERTO,MURCIA,205,14.9,6.7,00:40,23.1,12:30,20,"3,1","8,3",13:10,"1006,6",00,"1001,2",Varias,47.0,71.0,00:40,30.0,12:10,
2019-03-11,7020C,MURCIA AEROPUERTO,MURCIA,205,14.0,9.2,22:00,18.8,11:40,07,"5,0","13,9",12:40,"1007,0",22,"1000,4",04,57.0,80.0,22:10,48.0,07:10,
2019-03-12,7020C,MURCIA AEROPUERTO,MURCIA,205,13.3,6.4,06:20,20.2,12:30,26,"3,6","8,9",20:40,"1006,6",00,"997,6",24,59.0,89.0,06:10,37.0,12:30,
2019-03-13,7020C,MURCIA AEROPUERTO,MURCIA,205,15.1,8.6,23:00,21.6,14:20,36,"5,3","13,9",11:00,"1004,0",24,"995,3",04,52.0,83.0,23:10,27.0,14:20,
2019-03-14,7020C,MURCIA AEROPUERTO,MURCIA,205,13.4,7.4,01:40,19.4,13:50,32,"2,8","11,4",05:10,"1004,6",09,"1001,6",17,42.0,81.0,21:30,20.0,14:10,
2019-03-15,7020C,MURCIA AEROPUERTO,MURCIA,205,15.8,9.1,04:20,22.5,14:20,24,"2,2","10,3",02:00,"1002,0",Varias,"999,5",16,30.0,78.0,00:40,19.0,Varias,
2019-03-16,7020C,MURCIA AEROPUERTO,MURCIA,205,15.4,7.4,06:30,23.5,12:50,13,"2,5","7,2",14:10,"1000,3",00,"994,1",24,36.0,59.0,06:30,18.0,15:40,
2019-03-17,7020C,MURCIA AEROPUERTO,MURCIA,205,17.6,8.2,06:30,26.9,14:50,33,"3,9","11,4",10:40,"994,1",00,"989,6",16,23.0,54.0,23:50,14.0,15:50,
2019-03-18,7020C,MURCIA AEROPUERTO,MURCIA,205,12.4,9.0,20:30,15.9,11:50,08,"4,4","12,5",08:50,"1000,5",22,"993,6",00,69.0,84.0,23:50,54.0,00:00,
2019-03-19,7020C,MURCIA AEROPUERTO,MURCIA,205,11.8,7.9,05:40,15.8,12:30,35,"3,6","10,3",11:20,"1002,0",Varias,"997,0",13,63.0,89.0,01:40,36.0,13:10,
2019-03-20,7020C,MURCIA AEROPUERTO,MURCIA,205,10.0,7.0,21:40,13.0,14:30,36,"3,3","14,4",17:20,"1003,9",22,"1000,8",03,72.0,92.0,19:00,52.0,09:40,
2019-03-21,7020C,MURCIA AEROPUERTO,MURCIA,205,11.0,6.3,03:50,15.8,13:40,08,"5,8","12,8",14:50,"1003,1",00,"1000,3",16,56.0,81.0,01:00,28.0,14:10,
2019-03-22,7020C,MURCIA AEROPUERTO,MURCIA,205,12.4,7.6,00:30,17.3,13:40,11,"3,6","10,3",14:20,"1002,8",09,"1000,2",17,54.0,73.0,00:30,37.0,12:10,
2019-03-23,7020C,MURCIA AEROPUERTO,MURCIA,205,12.5,9.7,23:59,15.3,14:00,09,"3,3","7,8",16:50,"1002,4",10,"999,4",17,76.0,92.0,19:10,58.0,03:50,
2019-03-24,7020C,MURCIA AEROPUERTO,MURCIA,205,13.8,9.0,00:40,18.5,12:00,10,"4,4","10,3",14:10,"1000,2",09,"997,4",24,58.0,92.0,00:40,39.0,13:30,
2019-03-25,7020C,MURCIA AEROPUERTO,MURCIA,205,14.7,8.8,23:30,20.6,13:00,09,"3,9","9,2",14:20,"997,4",00,"993,0",16,47.0,65.0,19:40,33.0,12:30,
2019-03-26,7020C,MURCIA AEROPUERTO,MURCIA,205,12.2,7.7,04:40,16.7,10:50,07,"6,9","16,4",09:40,"999,2",24,"992,4",04,59.0,77.0,23:20,48.0,00:20,
2019-03-27,7020C,MURCIA AEROPUERTO,MURCIA,205,11.8,7.7,23:40,16.0,12:30,08,"6,1","13,3",13:00,"1002,7",24,"998,2",04,52.0,78.0,Varias,42.0,12:30,
2019-03-28,7020C,MURCIA AEROPUERTO,MURCIA,205,12.0,7.7,02:40,16.3,14:20,09,"4,7","10,8",13:20,"1003,8",10,"1001,6",Varias,50.0,87.0,22:40,26.0,10:20,
2019-03-29,7020C,MURCIA AEROPUERTO,MURCIA,205,12.2,8.3,05:20,16.1,13:50,07,"5,6","12,8",13:20,"1002,8",09,"999,6",17,65.0,89.0,Varias,50.0,11:20,
2019-03-30,7020C,MURCIA AEROPUERTO,MURCIA,205,12.4,8.8,05:50,16.0,14:00,09,"5,0","11,4",13:30,"1000,5",00,"994,1",24,68.0,82.0,Varias,53.0,14:00,
2019-03-31,7020C,MURCIA AEROPUERTO,MURCIA,205,11.4,9.9,07:20,13.0,21:10,35,"5,3","9,2",12:30,"994,1",00,"986,6",17,90.0,93.0,07:20,75.0,00:00,
2019-04-01,7020C,MURCIA AEROPUERTO,MURCIA,205,14.0,11.5,21:40,16.4,11:00,11,"1,9","6,7",14:00,"993,4",Varias,"988,6",Varias,88.0,97.0,23:30,77.0,10:20,
2019-04-02,7020C,MURCIA AEROPUERTO,MURCIA,205,15.4,11.0,03:50,19.7,11:50,99,"2,5","6,7",13:50,"993,4",00,"988,6",17,75.0,98.0,Varias,55.0,11:30,
2019-04-03,7020C,MURCIA AEROPUERTO,MURCIA,205,14.9,9.1,05:10,20.7,11:40,21,"4,7","12,8",15:40,"989,1",00,"976,2",18,71.0,94.0,Varias,41.0,10:20,
2019-04-04,7020C,MURCIA AEROPUERTO,MURCIA,205,11.7,8.3,Varias,15.1,14:50,34,"3,1","9,2",00:30,"982,0",10,"978,0",01,70.0,92.0,01:50,45.0,00:00,
2019-04-05,7020C,MURCIA AEROPUERTO,MURCIA,205,12.8,7.8,23:20,17.9,13:10,21,"5,3","16,1",13:30,"980,8",23,"976,3",17,71.0,90.0,04:40,38.0,11:40,
2019-04-06,7020C,MURCIA AEROPUERTO,MURCIA,205,12.4,7.7,05:50,17.1,12:00,20,"5,0","15,0",12:20,"984,7",24,"980,0",03,64.0,84.0,18:50,31.0,11:00,
2019-04-07,7020C,MURCIA AEROPUERTO,MURCIA,205,12.6,6.9,06:10,18.4,Varias,32,"3,3","11,4",13:50,"991,9",22,"984,0",02,48.0,80.0,06:10,30.0,Varias,
2019-04-08,7020C,MURCIA AEROPUERTO,MURCIA,205,16.5,11.5,04:50,21.5,13:00,26,"3,6","11,9",12:50,"991,3",00,"988,1",16,56.0,79.0,04:50,36.0,12:50,
2019-04-09,7020C,MURCIA AEROPUERTO,MURCIA,205,15.5,10.3,04:30,20.7,12:40,24,"3,3","15,0",16:00,"991,3",08,"987,8",15,40.0,71.0,04:30,25.0,15:20,
2019-04-10,7020C,MURCIA AEROPUERTO,MURCIA,205,13.5,8.5,05:00,18.5,14:00,32,"5,0","19,7",17:40,"991,2",21,"988,1",Varias,45.0,72.0,02:20,30.0,14:50,
2019-04-11,7020C,MURCIA AEROPUERTO,MURCIA,205,15.4,10.1,06:00,20.8,14:50,32,"6,9","18,1",08:10,"992,6",23,"990,3",02,42.0,64.0,19:50,20.0,14:50,
2019-04-12,7020C,MURCIA AEROPUERTO,MURCIA,205,15.4,9.5,22:40,21.4,13:30,29,"5,3","15,0",09:20,"993,7",24,"991,1",15,36.0,66.0,22:40,21.0,Varias,
2019-04-13,7020C,MURCIA AEROPUERTO,MURCIA,205,17.2,10.0,00:30,24.3,13:50,20,"4,7","11,9",16:00,"994,6",10,"992,1",Varias,28.0,61.0,00:20,18.0,Varias,
2019-04-14,7020C,MURCIA AEROPUERTO,MURCIA,205,18.2,11.2,01:00,25.3,11:50,22,"5,3","12,5",15:10,"994,0",00,"990,6",17,34.0,58.0,01:00,22.0,Varias,
2019-04-15,7020C,MURCIA AEROPUERTO,MURCIA,205,16.8,12.1,23:59,21.5,10:10,99,"3,9","9,2",Varias,"992,5",24,"989,5",Varias,58.0,88.0,20:40,37.0,03:00,
2019-04-16,7020C,MURCIA AEROPUERTO,MURCIA,205,17.4,11.2,03:20,23.5,12:30,11,"4,4","13,3",13:10,"995,7",21,"991,8",01,56.0,90.0,02:50,31.0,Varias,
2019-04-17,7020C,MURCIA AEROPUERTO,MURCIA,205,16.2,13.9,05:00,18.4,11:40,99,"5,6","10,3",Varias,"995,0",00,"988,8",20,72.0,87.0,00:20,57.0,11:40,
2019-04-18,7020C,MURCIA AEROPUERTO,MURCIA,205,14.4,12.0,23:40,16.9,12:50,02,"4,7","13,3",01:40,"990,7",24,"986,3",16,63.0,88.0,Varias,53.0,14:20,
2019-04-19,7020C,MURCIA AEROPUERTO,MURCIA,205,13.2,11.2,22:40,15.2,16:00,33,"3,9","15,0",21:50,"992,0",Varias,"988,9",24,89.0,98.0,Varias,77.0,13:30,
2019-04-20,7020C,MURCIA AEROPUERTO,MURCIA,205,16.0,11.2,01:50,20.7,14:40,07,"6,1","20,6",04:10,"990,1",20,"984,0",04,90.0,97.0,09:00,84.0,Varias,
2019-04-21,7020C,MURCIA AEROPUERTO,MURCIA,205,20.0,13.9,04:40,26.1,16:20,32,"6,7","15,0",18:30,"988,1",00,"979,9",24,84.0,89.0,00:40,70.0,10:30,
2019-04-22,7020C,MURCIA AEROPUERTO,MURCIA,205,19.0,12.1,23:20,26.0,11:50,32,"5,3","12,8",00:50,"979,9",00,"976,9",24,71.0,88.0,23:20,52.0,15:10,
2019-04-23,7020C,MURCIA AEROPUERTO,MURCIA,205,14.4,9.5,23:20,19.2,11:20,23,"5,6","13,3",13:50,"983,1",24,"975,2",04,74.0,84.0,00:00,48.0,20:30,
2019-04-24,7020C,MURCIA AEROPUERTO,MURCIA,205,12.7,7.4,04:40,18.0,14:20,21,"6,4","12,8",14:50,"988,7",21,"983,1",Varias,68.0,93.0,23:59,43.0,09:40,
2019-04-25,7020C,MURCIA AEROPUERTO,MURCIA,205,16.8,10.4,05:20,23.3,15:20,30,"6,1","13,9",22:50,"995,4",24,"987,5",Varias,60.0,93.0,00:00,33.0,18:10,
2019-04-26,7020C,MURCIA AEROPUERTO,MURCIA,205,20.2,10.2,05:20,30.2,10:00,32,"4,7","12,8",00:20,"1001,1",Varias,"995,1",00,48.0,71.0,20:00,30.0,11:00,
2019-04-27,7020C,MURCIA AEROPUERTO,MURCIA,205,24.8,11.1,23:59,38.5,07:40,99,"3,1","8,3",Varias,"1002,4",10,"999,8",04,51.0,86.0,22:10,38.0,09:50,
2019-04-28,7020C,MURCIA AEROPUERTO,MURCIA,205,15.4,9.2,03:30,21.5,13:20,12,"2,5","8,3",15:50,"1000,8",00,"995,5",18,45.0,84.0,00:20,29.0,10:00,
2019-04-29,7020C,MURCIA AEROPUERTO,MURCIA,205,14.8,9.6,04:40,19.9,Varias,12,"2,8","7,8",12:50,"996,3",00,"993,4",18,61.0,93.0,21:20,49.0,12:10,
2019-04-30,7020C,MURCIA AEROPUERTO,MURCIA,205,,,,,,,,,,,,,,71.0,,,,,
2019-05-01,7020C,MURCIA AEROPUERTO,MURCIA,205,16.3,11.6,05:00,21.0,13:20,09,"2,8","7,8",13:50,"992,4",00,"989,0",17,61.0,93.0,Varias,38.0,14:20,
2019-05-02,7020C,MURCIA AEROPUERTO,MURCIA,205,16.9,12.6,02:00,21.2,12:30,34,"4,7","11,4",04:40,"991,2",09,"988,5",05,51.0,80.0,22:00,39.0,12:20,
2019-05-03,7020C,MURCIA AEROPUERTO,MURCIA,205,15.8,11.9,23:59,19.7,13:40,06,"3,1","10,3",20:30,"989,7",00,"984,7",15,64.0,92.0,21:30,50.0,12:10,
2019-05-04,7020C,MURCIA AEROPUERTO,MURCIA,205,14.8,10.0,04:50,19.6,11:30,19,"4,2","11,4",15:20,"990,1",10,"988,2",04,68.0,95.0,01:00,46.0,11:40,
2019-05-05,7020C,MURCIA AEROPUERTO,MURCIA,205,16.1,12.6,03:30,19.6,15:00,11,"4,2","8,9",10:30,"993,3",11,"987,8",02,66.0,93.0,Varias,53.0,14:20,
2019-05-06,7020C,MURCIA AEROPUERTO,MURCIA,205,18.6,11.9,04:20,25.3,13:40,16,"2,8","10,3",14:50,"995,5",10,"992,6",02,73.0,90.0,Varias,62.0,13:40,
2019-05-07,7020C,MURCIA AEROPUERTO,MURCIA,205,22.2,14.9,06:10,29.6,17:10,99,"2,8","7,8",12:30,"994,9",00,"991,0",18,68.0,95.0,23:40,48.0,12:00,
2019-05-08,7020C,MURCIA AEROPUERTO,MURCIA,205,24.4,17.8,05:20,31.0,12:00,26,"3,3","11,9",10:00,"991,3",00,"986,5",Varias,52.0,99.0,Varias,27.0,11:50,
2019-05-09,7020C,MURCIA AEROPUERTO,MURCIA,205,23.2,19.6,Varias,26.9,12:50,11,"2,8","9,2",11:30,"990,7",Varias,"988,6",Varias,54.0,71.0,21:10,42.0,09:30,
2019-05-10,7020C,MURCIA AEROPUERTO,MURCIA,205,23.7,18.3,05:00,29.1,12:00,20,"4,4","8,9",14:20,"991,7",22,"989,4",02,46.0,71.0,00:30,36.0,12:40,
2019-05-11,7020C,MURCIA AEROPUERTO,MURCIA,205,23.8,16.9,23:40,30.6,12:30,32,"6,7","13,9",06:50,"999,1",24,"991,3",04,48.0,73.0,23:59,27.0,11:50,
2019-05-12,7020C,MURCIA AEROPUERTO,MURCIA,205,18.6,14.2,23:00,23.1,12:50,09,"3,3","8,3",09:10,"1000,8",08,"996,1",18,61.0,88.0,Varias,46.0,16:50,
2019-05-13,7020C,MURCIA AEROPUERTO,MURCIA,205,17.1,12.4,02:30,21.8,13:50,09,"3,3","8,3",14:20,"997,5",Varias,"994,2",15,64.0,92.0,05:00,45.0,13:40,
2019-05-14,7020C,MURCIA AEROPUERTO,MURCIA,205,17.1,11.1,Varias,23.1,14:10,20,"3,6","10,8",14:40,"997,3",00,"991,2",24,46.0,87.0,Varias,27.0,14:00,
